error_rate,support,N,TBR,TBR_transformed,PBS,PBS_transformed,counter,counter_transformed,smoothed_estimates
0.125,0.375,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.4,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.42500000000000004,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.45,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.47500000000000003,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.5,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.525,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.55,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.5750000000000001,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.6000000000000001,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.625,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.65,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.675,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.7000000000000001,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.7250000000000001,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.75,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.775,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.8,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.8250000000000001,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.8500000000000001,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.875,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.9,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.925,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.9500000000000001,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,0.9750000000000001,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.125,1.0,10,230,0,0.33333333333333337,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'D': 9098, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'L': 12025, 'K': 1702, 'C': 8019, 'E': 33534, 'A': 13283, 'J': 164, 'V': 82, 'M': 146, 'W': 46, 'U': 9, 'P': 3}",{},{}
0.15000000000000002,0.025,10,216,216,0.3739130434782608,0.3739130434782608,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}","{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}","{'O': 0.09770999633442826, 'R': 0.07959566608420851, 'T': 0.12716624613424535, 'H': 0.08472390771300353, 'X': 0.02715307854644066, 'Y': 0.04581190634642145, 'B': 0.040847369863306206, 'G': 0.043377682006313326, 'I': 0.105920165271021, 'E': 0.1443446100080785, 'K': 0.03105709039015207, 'N': 0.09496259693301967, 'P': 0.04154133732868791, 'F': 0.04724966458239173, 'U': 0.025373674789051687, 'C': 0.02507473495781034, 'D': 0.025049823305206893, 'S': 0.025099646610413785, 'W': 0.025014235230059113, 'M': 0.02500355880751478}"
0.15000000000000002,0.05,10,216,216,0.3739130434782608,0.3739130434782608,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}","{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}","{'O': 0.12270999633442826, 'R': 0.1045956660842085, 'T': 0.15216624613424534, 'H': 0.10972390771300353, 'X': 0.05215307854644066, 'Y': 0.07081190634642144, 'B': 0.06584736986330621, 'G': 0.06837768200631333, 'I': 0.130920165271021, 'E': 0.1693446100080785, 'K': 0.05605709039015207, 'N': 0.11996259693301968, 'P': 0.0665413373286879, 'F': 0.07224966458239174, 'U': 0.050373674789051685, 'C': 0.05007473495781034, 'D': 0.050049823305206895, 'S': 0.05009964661041379, 'W': 0.050014235230059115, 'M': 0.05000355880751478}"
0.15000000000000002,0.07500000000000001,10,216,216,0.3739130434782608,0.3739130434782608,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}","{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}","{'O': 0.14770999633442827, 'R': 0.12959566608420853, 'T': 0.17716624613424536, 'H': 0.13472390771300352, 'X': 0.07715307854644067, 'Y': 0.09581190634642145, 'B': 0.09084736986330622, 'G': 0.09337768200631333, 'I': 0.15592016527102098, 'E': 0.1943446100080785, 'K': 0.08105709039015208, 'N': 0.1449625969330197, 'P': 0.09154133732868791, 'F': 0.09724966458239175, 'U': 0.0753736747890517, 'C': 0.07507473495781035, 'D': 0.0750498233052069, 'S': 0.0750996466104138, 'W': 0.07501423523005912, 'M': 0.07500355880751479}"
0.15000000000000002,0.1,10,216,216,0.3739130434782608,0.3739130434782608,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}","{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}","{'O': 0.17270999633442827, 'R': 0.1545956660842085, 'T': 0.20216624613424533, 'H': 0.15972390771300354, 'X': 0.10215307854644066, 'Y': 0.12081190634642144, 'B': 0.11584736986330621, 'G': 0.11837768200631332, 'I': 0.180920165271021, 'E': 0.2193446100080785, 'K': 0.10605709039015207, 'N': 0.16996259693301968, 'P': 0.1165413373286879, 'F': 0.12224966458239174, 'U': 0.1003736747890517, 'C': 0.10007473495781034, 'D': 0.1000498233052069, 'S': 0.10009964661041379, 'W': 0.10001423523005912, 'M': 0.10000355880751478}"
0.15000000000000002,0.125,10,216,216,0.3739130434782608,0.3739130434782608,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}","{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}","{'O': 0.19770999633442826, 'R': 0.17959566608420852, 'T': 0.22716624613424535, 'H': 0.1847239077130035, 'X': 0.12715307854644065, 'Y': 0.14581190634642144, 'B': 0.1408473698633062, 'G': 0.14337768200631332, 'I': 0.20592016527102097, 'E': 0.2443446100080785, 'K': 0.13105709039015206, 'N': 0.19496259693301968, 'P': 0.1415413373286879, 'F': 0.14724966458239172, 'U': 0.12537367478905168, 'C': 0.12507473495781032, 'D': 0.1250498233052069, 'S': 0.12509964661041378, 'W': 0.1250142352300591, 'M': 0.12500355880751476}"
0.15000000000000002,0.15000000000000002,10,216,216,0.3739130434782608,0.3739130434782608,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}","{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}","{'O': 0.22270999633442828, 'R': 0.20459566608420854, 'T': 0.2521662461342454, 'H': 0.20972390771300353, 'X': 0.15215307854644067, 'Y': 0.17081190634642146, 'B': 0.16584736986330623, 'G': 0.16837768200631334, 'I': 0.230920165271021, 'E': 0.2693446100080785, 'K': 0.1560570903901521, 'N': 0.2199625969330197, 'P': 0.16654133732868792, 'F': 0.17224966458239174, 'U': 0.1503736747890517, 'C': 0.15007473495781035, 'D': 0.15004982330520691, 'S': 0.1500996466104138, 'W': 0.15001423523005913, 'M': 0.1500035588075148}"
0.15000000000000002,0.17500000000000002,10,216,105,0.3739130434782608,0.6956521739130435,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}","{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'I': 22738, 'E': 33535, 'N': 19659}","{'O': 0.24770999633442828, 'R': 0.2295956660842085, 'T': 0.27716624613424534, 'H': 0.23472390771300355, 'I': 0.255920165271021, 'E': 0.29434461000807854, 'N': 0.2449625969330197}"
0.15000000000000002,0.2,10,216,105,0.3739130434782608,0.6956521739130435,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}","{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'I': 22738, 'E': 33535, 'N': 19659}","{'O': 0.2727099963344283, 'R': 0.2545956660842085, 'T': 0.30216624613424536, 'H': 0.2597239077130035, 'I': 0.280920165271021, 'E': 0.3193446100080785, 'N': 0.2699625969330197}"
0.15000000000000002,0.225,10,216,46,0.3739130434782608,0.8666666666666667,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}","{'T': 28708, 'I': 22738, 'E': 33535}","{'T': 0.32716624613424533, 'I': 0.305920165271021, 'E': 0.3443446100080785}"
0.15000000000000002,0.25,10,216,31,0.3739130434782608,0.9101449275362319,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}","{'T': 28708, 'E': 33535}","{'T': 0.35216624613424535, 'E': 0.3693446100080785}"
0.15000000000000002,0.275,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
0.15000000000000002,0.30000000000000004,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
0.15000000000000002,0.325,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
0.15000000000000002,0.35000000000000003,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
0.15000000000000002,0.375,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
0.15000000000000002,0.4,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
0.15000000000000002,0.42500000000000004,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
0.15000000000000002,0.45,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
0.15000000000000002,0.47500000000000003,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
0.15000000000000002,0.5,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
0.15000000000000002,0.525,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
0.15000000000000002,0.55,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
0.15000000000000002,0.5750000000000001,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
0.15000000000000002,0.6000000000000001,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
0.15000000000000002,0.625,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
0.15000000000000002,0.65,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
0.15000000000000002,0.675,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
0.15000000000000002,0.7000000000000001,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
0.15000000000000002,0.7250000000000001,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
0.15000000000000002,0.75,10,216,0,0.3739130434782608,1.0,"{'O': 20431, 'R': 15341, 'T': 28708, 'H': 16782, 'X': 605, 'Y': 5848, 'B': 4453, 'G': 5164, 'I': 22738, 'E': 33535, 'K': 1702, 'N': 19659, 'P': 4648, 'F': 6252, 'U': 105, 'C': 21, 'D': 14, 'S': 28, 'W': 4, 'M': 1}",{},{}
