error_rate,support_threshold,TBR,TBR_transformed,TBR_transformed_smoothed,PBS,PBS_transformed,PBS_transformed_smoothed,counter,counter_transformed,counter_transformed_smoothed,smoothed_estimates
0.47500000000000003,0.25,1,1,0,0.9974489795918368,0.9974489795918368,1.0,{'S': 1},{'S': 1},{'S': 0},{'S': 0.2500032730010146}
0.47500000000000003,0.275,1,1,0,0.9974489795918368,0.9974489795918368,1.0,{'S': 1},{'S': 1},{'S': 0},{'S': 0.2750032730010146}
0.47500000000000003,0.30000000000000004,1,1,0,0.9974489795918368,0.9974489795918368,1.0,{'S': 1},{'S': 1},{'S': 0},{'S': 0.30000327300101465}
0.47500000000000003,0.325,1,1,0,0.9974489795918368,0.9974489795918368,1.0,{'S': 1},{'S': 1},{'S': 0},{'S': 0.3250032730010146}
0.47500000000000003,0.35000000000000003,1,1,0,0.9974489795918368,0.9974489795918368,1.0,{'S': 1},{'S': 1},{'S': 0},{'S': 0.35000327300101464}
0.47500000000000003,0.375,1,1,0,0.9974489795918368,0.9974489795918368,1.0,{'S': 1},{'S': 1},{'S': 0},{'S': 0.3750032730010146}
0.47500000000000003,0.4,1,1,0,0.9974489795918368,0.9974489795918368,1.0,{'S': 1},{'S': 1},{'S': 0},{'S': 0.4000032730010146}
0.47500000000000003,0.42500000000000004,1,1,0,0.9974489795918368,0.9974489795918368,1.0,{'S': 1},{'S': 1},{'S': 0},{'S': 0.42500327300101465}
0.47500000000000003,0.45,1,1,0,0.9974489795918368,0.9974489795918368,1.0,{'S': 1},{'S': 1},{'S': 0},{'S': 0.4500032730010146}
0.47500000000000003,0.47500000000000003,1,1,0,0.9974489795918368,0.9974489795918368,1.0,{'S': 1},{'S': 1},{'S': 0},{'S': 0.47500327300101464}
0.47500000000000003,0.5,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.5000032730010147}
0.47500000000000003,0.525,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.5250032730010147}
0.47500000000000003,0.55,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.5500032730010147}
0.47500000000000003,0.5750000000000001,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.5750032730010147}
0.47500000000000003,0.6000000000000001,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.6000032730010147}
0.47500000000000003,0.625,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.6250032730010147}
0.47500000000000003,0.65,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.6500032730010147}
0.47500000000000003,0.675,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.6750032730010147}
0.47500000000000003,0.7000000000000001,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.7000032730010147}
0.47500000000000003,0.7250000000000001,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.7250032730010147}
0.47500000000000003,0.75,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.7500032730010147}
0.47500000000000003,0.775,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.7750032730010147}
0.47500000000000003,0.8,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.8000032730010147}
0.47500000000000003,0.8250000000000001,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.8250032730010147}
0.47500000000000003,0.8500000000000001,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.8500032730010147}
0.47500000000000003,0.875,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.8750032730010147}
0.47500000000000003,0.9,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.9000032730010147}
0.47500000000000003,0.925,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.9250032730010147}
0.47500000000000003,0.9500000000000001,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.9500032730010147}
0.47500000000000003,0.9750000000000001,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 0.9750032730010147}
0.47500000000000003,1.0,1,0,0,0.9974489795918368,1.0,1.0,{'S': 1},{},{},{'S': 1.0000032730010147}
0.5,0.025,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.05,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.07500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.1,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.125,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.15000000000000002,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.17500000000000002,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.2,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.225,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.25,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.275,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.30000000000000004,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.325,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.35000000000000003,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.375,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.4,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.42500000000000004,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.45,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.47500000000000003,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.5,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.525,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.55,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.5750000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.6000000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.625,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.65,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.675,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.7000000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.7250000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.75,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.775,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.8,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.8250000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.8500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.875,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.9,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.925,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.9500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,0.9750000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5,1.0,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.025,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.05,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.07500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.1,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.125,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.15000000000000002,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.17500000000000002,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.2,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.225,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.25,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.275,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.30000000000000004,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.325,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.35000000000000003,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.375,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.4,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.42500000000000004,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.45,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.47500000000000003,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.5,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.525,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.55,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.5750000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.6000000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.625,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.65,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.675,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.7000000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.7250000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.75,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.775,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.8,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.8250000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.8500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.875,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.9,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.925,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.9500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,0.9750000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.525,1.0,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.025,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.05,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.07500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.1,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.125,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.15000000000000002,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.17500000000000002,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.2,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.225,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.25,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.275,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.30000000000000004,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.325,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.35000000000000003,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.375,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.4,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.42500000000000004,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.45,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.47500000000000003,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.5,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.525,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.55,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.5750000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.6000000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.625,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.65,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.675,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.7000000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.7250000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.75,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.775,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.8,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.8250000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.8500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.875,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.9,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.925,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.9500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,0.9750000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.55,1.0,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.025,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.05,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.07500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.1,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.125,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.15000000000000002,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.17500000000000002,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.2,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.225,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.25,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.275,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.30000000000000004,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.325,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.35000000000000003,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.375,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.4,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.42500000000000004,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.45,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.47500000000000003,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.5,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.525,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.55,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.5750000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.6000000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.625,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.65,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.675,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.7000000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.7250000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.75,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.775,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.8,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.8250000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.8500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.875,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.9,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.925,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.9500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,0.9750000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.5750000000000001,1.0,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.025,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.05,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.07500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.1,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.125,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.15000000000000002,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.17500000000000002,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.2,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.225,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.25,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.275,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.30000000000000004,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.325,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.35000000000000003,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.375,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.4,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.42500000000000004,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.45,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.47500000000000003,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.5,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.525,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.55,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.5750000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.6000000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.625,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.65,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.675,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.7000000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.7250000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.75,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.775,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.8,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.8250000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.8500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.875,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.9,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.925,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.9500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,0.9750000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.6000000000000001,1.0,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.025,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.05,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.07500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.1,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.125,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.15000000000000002,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.17500000000000002,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.2,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.225,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.25,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.275,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.30000000000000004,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.325,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.35000000000000003,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.375,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.4,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.42500000000000004,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.45,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.47500000000000003,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.5,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.525,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.55,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.5750000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.6000000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.625,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.65,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.675,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.7000000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.7250000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.75,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.775,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.8,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.8250000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.8500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.875,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.9,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.925,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.9500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,0.9750000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.625,1.0,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.025,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.05,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.07500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.1,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.125,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.15000000000000002,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.17500000000000002,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.2,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.225,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.25,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.275,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.30000000000000004,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.325,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.35000000000000003,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.375,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.4,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.42500000000000004,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.45,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.47500000000000003,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.5,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.525,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.55,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.5750000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.6000000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.625,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.65,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.675,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.7000000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.7250000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.75,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.775,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.8,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.8250000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.8500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.875,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.9,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.925,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.9500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,0.9750000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.65,1.0,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.025,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.05,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.07500000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.1,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.125,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.15000000000000002,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.17500000000000002,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.2,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.225,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.25,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.275,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.30000000000000004,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.325,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.35000000000000003,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.375,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.4,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.42500000000000004,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.45,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.47500000000000003,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.5,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.525,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.55,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.5750000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.6000000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.625,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.65,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.675,0,0,0,1.0,1.0,1.0,{},{},{},{}
0.675,0.7000000000000001,0,0,0,1.0,1.0,1.0,{},{},{},{}
